Date,Price
2014-09-05,466.5
2014-09-08,466.587006
2014-09-09,468.5
2014-09-10,463.5
2014-09-11,459.25
2014-09-12,461
2014-09-15,458.125
2014-09-16,455.75
2014-09-17,459.987
2014-09-18,459.243988
2014-09-19,462.375
2014-09-22,460
2014-09-23,455.625
2014-09-24,453.75
2014-09-25,456.25
2014-09-26,460.625
2014-09-29,462.625
2014-09-30,468.024994
2014-10-01,465.25
2014-10-07,471.162994
2014-10-08,473.125
2014-10-09,462.5
2014-10-10,457.5
2014-10-13,486.162994
2014-10-14,495.625
2014-10-15,489.787994
2014-10-16,487.513
2014-10-17,483.112
2014-10-20,481.625
2014-10-21,481.237
2014-10-22,476.162994
2014-10-27,481.25
2014-10-28,470.625
2014-10-29,476.618988
2014-10-30,487
2014-10-31,498.381012
2014-11-03,509.612
2014-11-05,510.625
2014-11-07,514.786987
2014-11-10,521.880981
2014-11-11,520.625
2014-11-12,515.125
2014-11-13,515.25
2014-11-14,524.25
2014-11-17,523.125
2014-11-18,528.125
2014-11-19,522.5
2014-11-20,523.75
2014-11-21,521.25
2014-11-24,525
2014-11-25,536.875
2014-11-26,537.5
2014-11-27,540.237
2014-11-28,546.263
2014-12-01,548.375
2014-12-02,541.237
2014-12-03,525.375
2014-12-04,527.5
2014-12-05,528.75
2014-12-08,502.25
2014-12-09,495.687988
2014-12-10,491.5
2014-12-11,487.75
2014-12-12,484.763
2014-12-15,476.237
2014-12-16,481.424988
2014-12-17,484
2014-12-18,488.5
2014-12-19,499.399994
2014-12-22,501.5
2014-12-23,500.212006
2014-12-24,494
2014-12-26,486.274994
2014-12-29,489.013
2014-12-30,490.562012
2014-12-31,488.75
2015-01-01,492.237
2015-01-02,493
2015-01-05,502.475006
2015-01-06,495
2015-01-07,491.25
2015-01-08,496.399994
2015-01-09,495.024994
2015-01-12,523
2015-01-13,526.950012
2015-01-14,524.625
2015-01-15,533.799988
2015-01-16,537
2015-01-19,530
2015-01-20,526.75
2015-01-21,532.875
2015-01-22,543.700012
2015-01-23,550
2015-01-27,555.25
2015-01-28,537.5
2015-01-29,536.25
2015-01-30,540.375
2015-02-02,535.375
2015-02-03,534.213013
2015-02-04,534.974976
2015-02-05,537.700012
2015-02-06,551.25
2015-02-09,550
2015-02-10,560.75
2015-02-11,570.125
2015-02-12,570.75
2015-02-13,574.900024
2015-02-16,570.075012
2015-02-18,572.638
2015-02-19,573.5
2015-02-20,582.125
2015-02-23,575
2015-02-24,569.75
2015-02-25,572.224976
2015-02-26,576.875
2015-02-27,568.724976
2015-02-28,570
2015-03-02,575.75
2015-03-03,572.5
2015-03-04,575
2015-03-05,566.763
2015-03-09,564.75
2015-03-10,549.525024
2015-03-11,548.525024
2015-03-12,544.75
2015-03-13,556.25
2015-03-16,552.638
2015-03-17,566.661987
2015-03-18,563.625
2015-03-19,558.650024
2015-03-20,560.25
2015-03-23,563.25
2015-03-24,558.724976
2015-03-25,555.724976
2015-03-26,552
2015-03-27,541
2015-03-30,551.400024
2015-03-31,561.25
2015-04-01,549.724976
2015-04-06,544.75
2015-04-07,543.75
2015-04-08,545.625
2015-04-09,552.849976
2015-04-10,552.549988
